OrderID,OrderDate,CustomerID,CustomerName,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMode
ORD0000471,2024-10-21 22:41:29,CUST0363,Neha Agarwal,West,Shoes,Boots,1,3519.69,3519.69,UPI
ORD0000472,2024-04-02 22:11:16,CUST0239,Kavya Iyer,East,Accessories,Leather Belt,1,618.94,618.94,Credit Card
ORD0000473,2024-04-16 22:24:09,CUST0425,Neha Mehta,South,Clothing,Hoodie,1,1636.63,1636.63,Credit Card
ORD0000474,2024-12-19 10:15:13,CUST0261,Kriti Iyer,West,Clothing,Hoodie,1,1521.48,1521.48,UPI
ORD0000475,2024-06-19 12:25:42,CUST0406,Nisha Patel,East,Shoes,Sneakers,1,2198.13,2198.13,Wallet
ORD0000476,2024-12-10 17:26:37,CUST0486,Rhea Khan,West,Shoes,Boots,1,3137.26,3137.26,Wallet
ORD0000477,2024-06-20 16:50:16,CUST0424,Ananya Khan,West,Clothing,Hoodie,1,1408.76,1408.76,UPI
ORD0000478,2024-10-01 00:40:53,CUST0214,Maya Joshi,South,Clothing,Casual Shirt,1,695.02,695.02,Wallet
ORD0000479,2024-06-22 13:39:43,CUST0642,Nisha Kapoor,South,Clothing,Hoodie,1,1449.34,1449.34,Wallet
ORD0000480,2024-06-06 11:27:02,CUST0727,Kavya Joshi,North,Clothing,Summer Dress,1,1334.62,1334.62,Wallet
ORD0000481,2024-06-03 07:52:09,CUST0538,Vivaan Das,North,Clothing,Plain T-Shirt,2,540.59,1081.18,UPI
ORD0000482,2024-01-13 17:34:23,CUST0513,Nisha Chopra,North,Clothing,Summer Dress,1,1282.61,1282.61,Credit Card
ORD0000483,2024-03-14 03:34:38,CUST0529,Priya Saxena,East,Clothing,Skirt,1,601.82,601.82,Wallet
ORD0000484,2024-02-29 00:08:58,CUST0319,Ananya Khan,West,Shoes,Sneakers,2,1899.02,3798.04,UPI
ORD0000485,2024-12-03 11:22:37,CUST0024,Aarav Chopra,South,Clothing,Denim Jeans,1,1229.2,1229.2,UPI
ORD0000486,2024-06-12 16:03:37,CUST0688,Aarav Das,North,Clothing,Casual Shirt,2,706.59,1413.18,Credit Card
ORD0000487,2024-02-22 07:31:16,CUST0556,Aditya Rao,South,Clothing,Denim Jeans,2,1471.75,2943.5,Credit Card
ORD0000488,2024-03-28 02:35:37,CUST0319,Ananya Khan,East,Clothing,Summer Dress,1,1037.4,1037.4,Wallet
ORD0000489,2024-01-26 03:51:24,CUST0393,Karan Mehta,North,Clothing,Denim Jeans,2,1378.76,2757.52,Credit Card
ORD0000490,2024-12-19 16:13:56,CUST0632,Parth Joshi,South,Clothing,Denim Jeans,1,1381.97,1381.97,Credit Card
ORD0000491,2024-08-26 20:40:21,CUST0135,Rhea Nair,North,Shoes,Boots,1,3076.25,3076.25,Credit Card
ORD0000492,2024-08-26 17:07:55,CUST0238,Karan Nair,West,Clothing,Hoodie,1,1390.2,1390.2,UPI
ORD0000493,2024-12-06 12:01:36,CUST0333,Aarav Gupta,South,Clothing,Summer Dress,1,1059.76,1059.76,Wallet
ORD0000494,2024-05-24 12:41:33,CUST0619,Ishaan Patel,South,Clothing,Summer Dress,2,1313.22,2626.44,UPI
ORD0000495,2024-11-28 02:34:56,CUST0310,Kriti Sharma,South,Clothing,Summer Dress,1,1104.97,1104.97,UPI
ORD0000496,2024-09-03 13:58:27,CUST0068,Karan Malhotra,South,Shoes,Boots,1,3797.44,3797.44,Credit Card
ORD0000497,2024-10-05 08:35:53,CUST0178,Rhea Iyer,East,Clothing,Skirt,1,714.56,714.56,Credit Card
ORD0000498,2024-08-25 11:50:47,CUST0569,Ishaan Saxena,North,Clothing,Casual Shirt,1,908.28,908.28,UPI
ORD0000499,2024-11-01 13:47:44,CUST0336,Karan Shetty,South,Shoes,Sneakers,1,1829.65,1829.65,Credit Card
ORD0000500,2024-11-21 00:00:24,CUST0776,Vivaan Rao,North,Clothing,Hoodie,1,1405.24,1405.24,UPI
ORD0000501,2024-04-15 11:31:37,CUST0307,Kavya Saxena,South,Accessories,Wrist Watch,2,2812.75,5625.5,Credit Card
ORD0000502,2024-06-25 03:15:03,CUST0597,Rhea Mehta,North,Accessories,Cap,2,440.61,881.22,UPI
ORD0000503,2024-10-08 01:56:03,CUST0001,Aarav Sharma,East,Shoes,Sandals,1,793.74,793.74,UPI
ORD0000504,2024-08-09 21:29:13,CUST0404,Maya Gupta,East,Shoes,Boots,1,3374.68,3374.68,Credit Card
ORD0000505,2024-08-31 05:03:48,CUST0193,Parth Singh,South,Shoes,Sandals,1,990.69,990.69,Cash
ORD0000506,2024-12-09 04:34:15,CUST0138,Ishaan Verma,North,Shoes,Formal Shoes,1,2984.86,2984.86,UPI
ORD0000507,2024-03-10 03:04:57,CUST0141,Priya Verma,East,Clothing,Summer Dress,1,1340.57,1340.57,Cash
ORD0000508,2024-11-15 06:32:46,CUST0466,Karan Chopra,South,Clothing,Summer Dress,1,1157.53,1157.53,UPI
ORD0000509,2024-01-04 21:02:31,CUST0511,Siddharth Malhotra,West,Clothing,Hoodie,2,1395.23,2790.46,Credit Card
ORD0000510,2024-01-18 01:22:43,CUST0582,Nisha Rao,South,Clothing,Hoodie,1,1490.7,1490.7,UPI
ORD0000511,2024-09-26 10:10:24,CUST0477,Aditya Verma,South,Clothing,Hoodie,1,1313.92,1313.92,Credit Card
ORD0000512,2024-12-08 02:50:34,CUST0701,Tara Khan,East,Shoes,Sandals,2,929.49,1858.98,Credit Card
ORD0000513,2024-01-06 17:04:15,CUST0465,Rhea Agarwal,South,Clothing,Skirt,1,663.67,663.67,Cash
ORD0000514,2024-05-30 10:31:47,CUST0172,Asha Nair,North,Accessories,Wrist Watch,1,2669.16,2669.16,UPI
ORD0000515,2024-08-30 21:02:58,CUST0174,Kavya Joshi,South,Shoes,Sandals,1,982.31,982.31,UPI
ORD0000516,2024-02-12 04:37:02,CUST0518,Aarav Kapoor,North,Shoes,Sandals,1,799.9,799.9,Wallet
ORD0000517,2024-01-08 04:03:41,CUST0619,Ishaan Patel,North,Clothing,Denim Jeans,1,1361.02,1361.02,UPI
ORD0000518,2024-12-24 08:35:58,CUST0497,Kavya Khan,North,Clothing,Plain T-Shirt,1,475.47,475.47,UPI
ORD0000519,2024-03-19 18:03:24,CUST0771,Kriti Verma,West,Shoes,Formal Shoes,1,2933.91,2933.91,UPI
ORD0000520,2024-10-22 12:33:49,CUST0056,Kavya Bhardwaj,East,Shoes,Sneakers,1,1730.65,1730.65,UPI
ORD0000521,2024-08-31 19:23:18,CUST0240,Rhea Chopra,South,Shoes,Boots,1,3249.83,3249.83,UPI
ORD0000522,2024-05-27 16:20:27,CUST0392,Aarav Iyer,East,Accessories,Leather Belt,1,614.57,614.57,UPI
ORD0000523,2024-08-09 22:13:37,CUST0668,Tara Malhotra,West,Clothing,Casual Shirt,1,871.47,871.47,Credit Card
ORD0000524,2024-08-24 08:48:12,CUST0752,Siddharth Bose,East,Shoes,Sandals,3,946.93,2840.79,UPI
ORD0000525,2024-01-06 00:18:30,CUST0070,Asha Joshi,North,Clothing,Plain T-Shirt,1,526.77,526.77,Credit Card
ORD0000526,2024-05-08 07:01:47,CUST0035,Vivaan Iyer,North,Clothing,Hoodie,2,1569.43,3138.86,Cash
ORD0000527,2024-11-22 04:26:03,CUST0726,Karan Iyer,West,Clothing,Hoodie,1,1332.57,1332.57,Wallet
ORD0000528,2024-10-16 06:43:37,CUST0114,Rhea Kapoor,East,Clothing,Summer Dress,1,1256.72,1256.72,UPI
ORD0000529,2024-05-21 15:32:45,CUST0709,Rhea Khan,West,Shoes,Sandals,2,833.55,1667.1,UPI
ORD0000530,2024-02-01 13:56:14,CUST0398,Priya Nair,South,Clothing,Casual Shirt,1,721.8,721.8,Cash
ORD0000531,2024-04-12 22:13:13,CUST0403,Nisha Kapoor,North,Clothing,Denim Jeans,1,1314.83,1314.83,Credit Card
ORD0000532,2024-02-24 16:04:38,CUST0733,Siddharth Bhardwaj,North,Clothing,Plain T-Shirt,1,509.68,509.68,UPI
ORD0000533,2024-09-11 05:25:10,CUST0669,Aarav Bose,East,Accessories,Cap,1,371.04,371.04,Wallet
ORD0000534,2024-10-21 00:08:05,CUST0528,Nisha Nair,East,Shoes,Boots,2,3431.88,6863.76,Credit Card
ORD0000535,2024-02-05 19:39:55,CUST0232,Rhea Khan,North,Accessories,Cap,1,353.66,353.66,Cash
ORD0000536,2024-06-19 11:01:32,CUST0411,Kriti Rao,North,Accessories,Leather Belt,2,670.77,1341.54,UPI
ORD0000537,2024-08-23 10:33:25,CUST0664,Parth Iyer,North,Clothing,Summer Dress,1,1256.82,1256.82,UPI
ORD0000538,2024-02-24 22:57:36,CUST0706,Maya Gupta,South,Clothing,Skirt,1,686.0,686.0,UPI
ORD0000539,2024-01-13 21:35:18,CUST0245,Karan Iyer,South,Clothing,Hoodie,1,1563.49,1563.49,Cash
ORD0000540,2024-08-18 00:35:51,CUST0038,Parth Mehta,South,Clothing,Skirt,1,603.13,603.13,Wallet
ORD0000541,2024-12-07 19:02:46,CUST0470,Maya Patel,West,Accessories,Scarf,1,446.45,446.45,Cash
ORD0000542,2024-01-19 05:09:18,CUST0501,Karan Rao,East,Clothing,Hoodie,1,1294.75,1294.75,UPI
ORD0000543,2024-03-29 23:02:04,CUST0052,Parth Joshi,West,Shoes,Sneakers,1,1972.72,1972.72,Credit Card
ORD0000544,2024-02-24 04:09:25,CUST0510,Kriti Chopra,East,Shoes,Sneakers,1,2181.58,2181.58,Wallet
ORD0000545,2024-12-13 14:38:12,CUST0333,Aarav Gupta,North,Shoes,Formal Shoes,3,2649.19,7947.57,UPI
ORD0000546,2024-01-24 21:35:36,CUST0178,Rhea Iyer,South,Clothing,Denim Jeans,1,1399.37,1399.37,UPI
ORD0000547,2024-03-25 15:58:16,CUST0250,Sana Agarwal,West,Clothing,Plain T-Shirt,1,542.57,542.57,UPI
ORD0000548,2024-03-21 00:34:08,CUST0499,Maya Bhardwaj,North,Clothing,Plain T-Shirt,1,529.95,529.95,UPI
ORD0000549,2024-12-21 17:19:51,CUST0709,Rhea Khan,North,Clothing,Casual Shirt,1,804.53,804.53,Cash
ORD0000550,2024-11-08 01:22:11,CUST0611,Rhea Joshi,North,Clothing,Plain T-Shirt,2,518.04,1036.08,UPI
ORD0000551,2024-01-03 20:18:20,CUST0242,Kriti Rao,North,Accessories,Leather Belt,2,723.94,1447.88,Cash
ORD0000552,2024-09-16 07:59:00,CUST0476,Rhea Agarwal,East,Shoes,Sandals,1,778.46,778.46,UPI
ORD0000553,2024-08-30 18:06:50,CUST0181,Nisha Joshi,North,Accessories,Leather Belt,1,729.38,729.38,UPI
ORD0000554,2024-06-20 22:27:27,CUST0777,Rohan Khan,South,Clothing,Plain T-Shirt,1,562.6,562.6,Credit Card
ORD0000555,2024-09-05 18:44:49,CUST0119,Ishaan Nair,North,Clothing,Summer Dress,1,1232.35,1232.35,UPI
ORD0000556,2024-12-12 11:51:28,CUST0236,Karan Malhotra,East,Clothing,Plain T-Shirt,1,459.65,459.65,UPI
ORD0000557,2024-04-22 02:40:37,CUST0483,Siddharth Gupta,East,Clothing,Summer Dress,2,1071.29,2142.58,UPI
ORD0000558,2024-07-17 13:35:53,CUST0140,Priya Bose,South,Clothing,Casual Shirt,1,912.99,912.99,UPI
ORD0000559,2024-12-20 20:42:16,CUST0062,Tara Saxena,North,Clothing,Summer Dress,1,1184.1,1184.1,UPI
ORD0000560,2024-05-31 21:58:39,CUST0161,Asha Kapoor,East,Shoes,Formal Shoes,1,2864.6,2864.6,UPI
ORD0000561,2024-07-29 18:59:49,CUST0501,Karan Rao,West,Clothing,Summer Dress,1,1320.21,1320.21,Credit Card
ORD0000562,2024-05-06 09:01:23,CUST0336,Karan Shetty,South,Clothing,Hoodie,2,1699.68,3399.36,Wallet
ORD0000563,2024-08-01 01:36:36,CUST0042,Maya Verma,West,Shoes,Sneakers,1,1954.44,1954.44,Wallet
ORD0000564,2024-12-22 03:34:04,CUST0464,Neha Bose,South,Clothing,Plain T-Shirt,1,527.92,527.92,UPI
ORD0000565,2024-07-02 10:46:09,CUST0245,Karan Iyer,East,Clothing,Summer Dress,1,1259.8,1259.8,UPI
ORD0000566,2024-10-19 21:15:01,CUST0025,Rohan Nair,West,Clothing,Denim Jeans,1,1444.83,1444.83,Credit Card
ORD0000567,2024-07-08 22:49:17,CUST0476,Rhea Agarwal,East,Clothing,Skirt,2,608.98,1217.96,UPI
ORD0000568,2024-01-17 10:47:54,CUST0437,Parth Mehta,East,Shoes,Formal Shoes,1,3040.57,3040.57,Wallet
ORD0000569,2024-01-29 18:44:27,CUST0691,Kriti Mehta,South,Clothing,Summer Dress,1,1150.65,1150.65,UPI
ORD0000570,2024-03-30 23:35:57,CUST0573,Priya Shetty,East,Clothing,Denim Jeans,1,1158.09,1158.09,Credit Card
ORD0000571,2024-11-28 17:25:17,CUST0756,Ishaan Das,West,Clothing,Skirt,1,638.14,638.14,UPI
ORD0000572,2024-06-29 09:44:03,CUST0516,Kavya Bhardwaj,East,Clothing,Plain T-Shirt,1,479.96,479.96,Credit Card
ORD0000573,2024-03-03 17:07:05,CUST0727,Kavya Joshi,South,Shoes,Sandals,1,886.05,886.05,Credit Card
ORD0000574,2024-12-20 02:23:21,CUST0193,Parth Singh,West,Clothing,Plain T-Shirt,1,482.64,482.64,Cash
ORD0000575,2024-02-09 03:58:54,CUST0169,Neha Kapoor,North,Shoes,Boots,1,3132.13,3132.13,Cash
ORD0000576,2024-01-12 10:40:26,CUST0427,Rohan Gupta,West,Clothing,Denim Jeans,1,1288.83,1288.83,Credit Card
ORD0000577,2024-01-11 10:36:49,CUST0194,Rhea Singh,North,Accessories,Sunglasses,1,1319.48,1319.48,UPI
ORD0000578,2024-10-23 12:28:50,CUST0672,Kavya Agarwal,East,Clothing,Hoodie,1,1573.59,1573.59,Credit Card
ORD0000579,2024-08-22 11:04:16,CUST0581,Neha Joshi,North,Shoes,Formal Shoes,1,3041.9,3041.9,UPI
ORD0000580,2024-05-27 01:43:22,CUST0152,Rhea Khan,South,Clothing,Denim Jeans,1,1345.23,1345.23,Credit Card
ORD0000581,2024-04-03 06:23:04,CUST0726,Karan Iyer,East,Shoes,Formal Shoes,1,2514.56,2514.56,Cash
ORD0000582,2024-10-21 04:36:17,CUST0452,Rohan Mehta,North,Clothing,Hoodie,1,1592.15,1592.15,Cash
ORD0000583,2024-03-16 13:34:38,CUST0460,Nisha Khan,South,Clothing,Casual Shirt,1,708.27,708.27,Cash
ORD0000584,2024-03-15 16:40:36,CUST0328,Nisha Patel,North,Accessories,Scarf,1,570.2,570.2,Credit Card
ORD0000585,2024-08-30 10:33:08,CUST0773,Rohan Rao,West,Clothing,Denim Jeans,1,1415.74,1415.74,Cash
ORD0000586,2024-06-22 04:05:21,CUST0750,Rohan Chopra,South,Clothing,Skirt,1,709.69,709.69,UPI
ORD0000587,2024-04-22 16:14:14,CUST0366,Ananya Saxena,North,Clothing,Skirt,1,635.07,635.07,Credit Card
ORD0000588,2024-05-22 07:07:32,CUST0024,Aarav Chopra,North,Shoes,Sneakers,1,2284.36,2284.36,UPI
ORD0000589,2024-11-04 22:01:48,CUST0524,Maya Saxena,West,Accessories,Wrist Watch,1,2422.2,2422.2,UPI
ORD0000590,2024-07-16 13:34:27,CUST0013,Aditya Shetty,North,Clothing,Summer Dress,1,1333.64,1333.64,Credit Card
ORD0000591,2024-08-15 15:07:54,CUST0454,Asha Joshi,North,Shoes,Boots,1,3738.97,3738.97,Wallet
ORD0000592,2024-11-02 03:08:02,CUST0148,Siddharth Chopra,North,Clothing,Hoodie,1,1717.84,1717.84,Cash
ORD0000593,2024-07-11 03:13:13,CUST0007,Asha Khan,South,Accessories,Cap,1,360.08,360.08,Credit Card
ORD0000594,2024-03-11 07:15:17,CUST0191,Parth Verma,West,Clothing,Summer Dress,2,1034.34,2068.68,Wallet
ORD0000595,2024-06-04 17:59:22,CUST0573,Priya Shetty,East,Clothing,Plain T-Shirt,1,447.21,447.21,Credit Card
ORD0000596,2024-11-21 17:12:16,CUST0128,Neha Malhotra,East,Accessories,Cap,2,360.62,721.24,Credit Card
ORD0000597,2024-01-15 04:20:44,CUST0784,Rhea Agarwal,North,Accessories,Leather Belt,1,719.74,719.74,UPI
ORD0000598,2024-08-11 09:23:24,CUST0644,Kriti Patel,East,Accessories,Leather Belt,1,672.41,672.41,UPI
ORD0000599,2024-05-12 05:55:44,CUST0596,Parth Bose,North,Clothing,Skirt,1,622.56,622.56,UPI
ORD0000600,2024-08-02 23:09:54,CUST0365,Ananya Bose,North,Clothing,Skirt,1,790.5,790.5,Credit Card
ORD0000601,2024-04-03 03:26:27,CUST0614,Aditya Mehta,East,Clothing,Casual Shirt,1,877.34,877.34,UPI
ORD0000602,2024-12-16 13:11:56,CUST0099,Siddharth Shetty,South,Clothing,Denim Jeans,1,1109.18,1109.18,UPI
ORD0000603,2024-09-05 15:00:00,CUST0349,Vivaan Kapoor,West,Clothing,Denim Jeans,1,1164.38,1164.38,UPI
ORD0000604,2024-10-13 22:20:03,CUST0707,Vivaan Rao,West,Clothing,Hoodie,1,1594.58,1594.58,Wallet
ORD0000605,2024-08-01 16:45:57,CUST0079,Nisha Sharma,North,Clothing,Plain T-Shirt,1,495.93,495.93,UPI
ORD0000606,2024-08-14 21:45:35,CUST0536,Priya Bose,East,Clothing,Skirt,1,658.04,658.04,UPI
ORD0000607,2024-03-06 05:10:59,CUST0705,Rhea Kapoor,North,Clothing,Denim Jeans,1,1486.49,1486.49,Credit Card
ORD0000608,2024-02-27 02:49:48,CUST0020,Aarav Das,East,Shoes,Sneakers,1,1816.9,1816.9,Credit Card
ORD0000609,2024-10-30 02:09:28,CUST0481,Nisha Patel,North,Clothing,Plain T-Shirt,1,469.31,469.31,UPI
ORD0000610,2024-03-04 21:54:38,CUST0211,Karan Mehta,East,Clothing,Skirt,1,667.87,667.87,Wallet
ORD0000611,2024-05-22 21:06:29,CUST0357,Rohan Joshi,South,Accessories,Scarf,1,460.35,460.35,UPI
ORD0000612,2024-10-23 00:30:32,CUST0542,Neha Gupta,North,Clothing,Casual Shirt,1,720.32,720.32,UPI
ORD0000613,2024-02-20 07:47:31,CUST0517,Kriti Bose,West,Clothing,Skirt,1,717.74,717.74,Cash
ORD0000614,2024-04-02 12:55:07,CUST0389,Nisha Joshi,South,Clothing,Summer Dress,3,1059.74,3179.22,UPI
ORD0000615,2024-02-26 18:55:21,CUST0140,Priya Bose,South,Clothing,Casual Shirt,1,812.69,812.69,UPI
ORD0000616,2024-02-29 14:00:34,CUST0291,Parth Kapoor,South,Shoes,Boots,1,3211.25,3211.25,Cash
ORD0000617,2024-08-07 06:52:24,CUST0072,Sana Patel,West,Shoes,Sandals,3,812.51,2437.53,UPI
ORD0000618,2024-02-23 14:25:52,CUST0449,Priya Malhotra,South,Shoes,Sneakers,1,1785.13,1785.13,Credit Card
ORD0000619,2024-02-22 06:08:34,CUST0067,Maya Patel,South,Clothing,Denim Jeans,3,1336.01,4008.03,UPI
ORD0000620,2024-08-05 18:10:19,CUST0286,Kavya Singh,East,Shoes,Sandals,2,968.12,1936.24,Cash
ORD0000621,2024-07-01 17:19:27,CUST0683,Rhea Rao,East,Clothing,Summer Dress,1,1203.11,1203.11,UPI
ORD0000622,2024-03-03 09:07:38,CUST0502,Kriti Shetty,South,Shoes,Formal Shoes,1,2404.11,2404.11,Wallet
ORD0000623,2024-09-12 00:58:26,CUST0184,Priya Sharma,South,Shoes,Formal Shoes,1,2633.37,2633.37,Credit Card
ORD0000624,2024-12-04 18:55:50,CUST0786,Priya Kapoor,South,Clothing,Casual Shirt,1,837.85,837.85,UPI
ORD0000625,2024-06-24 19:40:48,CUST0560,Kriti Das,North,Shoes,Boots,1,3898.02,3898.02,UPI
ORD0000626,2024-07-11 16:06:46,CUST0471,Tara Bhardwaj,North,Clothing,Skirt,1,774.57,774.57,Credit Card
ORD0000627,2024-09-08 15:40:50,CUST0138,Ishaan Verma,North,Clothing,Plain T-Shirt,1,509.31,509.31,Credit Card
ORD0000628,2024-10-03 20:50:00,CUST0482,Asha Saxena,South,Accessories,Scarf,1,432.49,432.49,Credit Card
ORD0000629,2024-07-12 22:27:43,CUST0693,Rhea Saxena,South,Accessories,Wrist Watch,1,2170.2,2170.2,UPI
ORD0000630,2024-07-06 12:42:07,CUST0760,Ishaan Gupta,East,Shoes,Sandals,1,866.79,866.79,Cash
ORD0000631,2024-07-29 12:47:21,CUST0058,Priya Patel,East,Clothing,Skirt,1,659.6,659.6,Credit Card
ORD0000632,2024-06-05 04:10:03,CUST0346,Maya Sharma,North,Clothing,Plain T-Shirt,2,493.15,986.3,Credit Card
ORD0000633,2024-08-03 09:42:26,CUST0021,Vivaan Saxena,East,Clothing,Casual Shirt,1,769.69,769.69,Credit Card
ORD0000634,2024-09-07 03:38:34,CUST0708,Maya Shetty,East,Clothing,Hoodie,1,1639.06,1639.06,UPI
ORD0000635,2024-06-02 13:13:42,CUST0447,Nisha Kapoor,North,Shoes,Sneakers,1,2203.13,2203.13,UPI
ORD0000636,2024-01-25 10:49:30,CUST0588,Tara Sharma,South,Clothing,Skirt,1,795.03,795.03,Credit Card
ORD0000637,2024-10-30 12:15:50,CUST0280,Nisha Mehta,North,Shoes,Boots,1,3422.48,3422.48,UPI
ORD0000638,2024-06-03 18:22:24,CUST0308,Parth Sharma,South,Clothing,Denim Jeans,1,1265.61,1265.61,Credit Card
ORD0000639,2024-12-09 19:56:10,CUST0185,Maya Singh,West,Shoes,Formal Shoes,1,2863.53,2863.53,Cash
ORD0000640,2024-08-27 09:45:18,CUST0654,Maya Saxena,South,Shoes,Boots,1,3955.24,3955.24,UPI
ORD0000641,2024-04-12 13:15:46,CUST0474,Priya Iyer,North,Clothing,Skirt,2,754.68,1509.36,UPI
ORD0000642,2024-02-02 23:04:50,CUST0209,Siddharth Iyer,West,Clothing,Casual Shirt,1,834.01,834.01,Credit Card
ORD0000643,2024-07-26 08:40:58,CUST0117,Maya Patel,North,Clothing,Casual Shirt,1,790.41,790.41,UPI
ORD0000644,2024-11-27 01:20:50,CUST0207,Aarav Chopra,North,Clothing,Casual Shirt,1,868.43,868.43,Credit Card
ORD0000645,2024-11-25 01:32:15,CUST0740,Kriti Chopra,South,Clothing,Plain T-Shirt,1,471.14,471.14,UPI
ORD0000646,2024-07-27 13:13:56,CUST0688,Aarav Das,East,Clothing,Skirt,1,770.87,770.87,Credit Card
ORD0000647,2024-09-13 04:23:32,CUST0535,Karan Sharma,East,Clothing,Hoodie,2,1387.39,2774.78,UPI
ORD0000648,2024-03-03 11:24:39,CUST0338,Ishaan Khan,West,Shoes,Formal Shoes,1,3164.69,3164.69,UPI
ORD0000649,2024-04-19 09:59:45,CUST0451,Ananya Sharma,South,Accessories,Leather Belt,1,696.98,696.98,Cash
ORD0000650,2024-06-11 19:52:11,CUST0434,Siddharth Joshi,South,Clothing,Casual Shirt,2,889.95,1779.9,UPI
ORD0000651,2024-07-07 11:13:12,CUST0022,Ananya Verma,East,Accessories,Leather Belt,1,770.61,770.61,Cash
ORD0000652,2024-12-19 08:43:34,CUST0260,Aditya Malhotra,South,Clothing,Skirt,2,670.24,1340.48,UPI
ORD0000653,2024-05-01 16:06:26,CUST0398,Priya Nair,North,Accessories,Wrist Watch,2,2349.73,4699.46,Credit Card
ORD0000654,2024-06-01 07:39:35,CUST0165,Sana Joshi,West,Shoes,Boots,1,3802.7,3802.7,UPI
ORD0000655,2024-09-08 17:09:06,CUST0755,Sana Bhardwaj,South,Shoes,Boots,2,3894.49,7788.98,Wallet
ORD0000656,2024-12-23 09:30:05,CUST0519,Aarav Bhardwaj,North,Clothing,Skirt,1,764.73,764.73,UPI
ORD0000657,2024-01-15 01:53:48,CUST0657,Rhea Shetty,East,Shoes,Formal Shoes,1,2381.73,2381.73,UPI
ORD0000658,2024-10-21 02:59:38,CUST0114,Rhea Kapoor,North,Clothing,Skirt,2,754.19,1508.38,Credit Card
ORD0000659,2024-06-12 16:26:17,CUST0490,Karan Bhardwaj,West,Clothing,Denim Jeans,2,1372.06,2744.12,Credit Card
ORD0000660,2024-04-11 03:04:22,CUST0425,Neha Mehta,South,Clothing,Summer Dress,2,1358.98,2717.96,UPI
ORD0000661,2024-01-12 20:20:07,CUST0663,Aarav Patel,East,Clothing,Plain T-Shirt,1,569.98,569.98,Credit Card
ORD0000662,2024-03-27 01:48:45,CUST0411,Kriti Rao,East,Shoes,Formal Shoes,1,2453.93,2453.93,Cash
ORD0000663,2024-03-01 00:30:50,CUST0736,Priya Malhotra,South,Shoes,Boots,1,3842.52,3842.52,UPI
ORD0000664,2024-04-14 06:56:15,CUST0273,Maya Kapoor,North,Clothing,Denim Jeans,1,1272.23,1272.23,UPI
ORD0000665,2024-05-24 06:53:40,CUST0429,Aditya Saxena,North,Shoes,Sneakers,1,1873.18,1873.18,Credit Card
ORD0000666,2024-05-07 13:27:29,CUST0597,Rhea Mehta,East,Clothing,Plain T-Shirt,2,494.34,988.68,Cash
ORD0000667,2024-07-22 07:43:35,CUST0731,Neha Singh,South,Clothing,Hoodie,1,1389.37,1389.37,UPI
ORD0000668,2024-06-19 08:33:01,CUST0483,Siddharth Gupta,West,Accessories,Scarf,2,530.37,1060.74,UPI
ORD0000669,2024-09-15 22:33:39,CUST0391,Rhea Rao,North,Clothing,Casual Shirt,2,710.85,1421.7,UPI
ORD0000670,2024-04-01 09:28:36,CUST0174,Kavya Joshi,South,Accessories,Cap,1,354.94,354.94,Credit Card
ORD0000671,2024-03-13 09:28:51,CUST0120,Aditya Singh,North,Accessories,Cap,2,443.49,886.98,Credit Card
ORD0000672,2024-08-08 10:18:03,CUST0270,Aditya Singh,East,Shoes,Sandals,1,903.58,903.58,UPI
ORD0000673,2024-09-08 05:30:26,CUST0570,Ananya Singh,West,Shoes,Boots,1,3030.02,3030.02,UPI
ORD0000674,2024-01-19 17:07:16,CUST0267,Sana Kapoor,North,Clothing,Plain T-Shirt,2,573.13,1146.26,UPI
ORD0000675,2024-07-01 20:25:12,CUST0497,Kavya Khan,South,Clothing,Skirt,1,775.93,775.93,UPI
ORD0000676,2024-05-25 06:34:38,CUST0173,Karan Patel,East,Shoes,Formal Shoes,3,2869.15,8607.45,Credit Card
ORD0000677,2024-10-19 06:34:27,CUST0427,Rohan Gupta,West,Clothing,Summer Dress,2,1262.63,2525.26,UPI
ORD0000678,2024-12-14 04:26:29,CUST0404,Maya Gupta,South,Accessories,Leather Belt,1,769.66,769.66,UPI
ORD0000679,2024-12-28 17:28:15,CUST0465,Rhea Agarwal,East,Clothing,Skirt,3,595.37,1786.11,Credit Card
ORD0000680,2024-08-19 11:49:47,CUST0750,Rohan Chopra,West,Accessories,Scarf,2,443.51,887.02,Wallet
ORD0000681,2024-05-24 11:45:58,CUST0057,Nisha Khan,East,Clothing,Hoodie,1,1445.66,1445.66,UPI
ORD0000682,2024-07-23 03:14:50,CUST0022,Ananya Verma,West,Clothing,Summer Dress,1,1121.64,1121.64,Credit Card
ORD0000683,2024-03-02 10:52:11,CUST0503,Nisha Singh,West,Shoes,Sandals,1,1007.89,1007.89,UPI
ORD0000684,2024-02-19 13:22:43,CUST0525,Tara Khan,North,Clothing,Summer Dress,1,1190.53,1190.53,UPI
ORD0000685,2024-08-04 13:24:25,CUST0629,Kavya Saxena,North,Shoes,Sneakers,1,1723.4,1723.4,UPI
ORD0000686,2024-04-24 23:34:43,CUST0703,Rohan Bhardwaj,East,Accessories,Scarf,1,518.4,518.4,UPI
ORD0000687,2024-08-11 02:52:58,CUST0490,Karan Bhardwaj,North,Accessories,Wrist Watch,1,2755.05,2755.05,UPI
